,accuracy,loss,val_accuracy,val_loss
0,0.945772647857666,0.17102408409118652,0.9479700326919556,0.11502693593502045
1,0.9474123120307922,0.11610588431358337,0.9512001276016235,0.09051849693059921
2,0.9475436806678772,0.10476470738649368,0.9677551984786987,0.07428845018148422
3,0.9487360715866089,0.10072436928749084,0.9699100255966187,0.07522065937519073
4,0.9497224688529968,0.09764589369297028,0.928119957447052,0.10696928203105927
5,0.9511260986328125,0.0922555923461914,0.975054919719696,0.061095379292964935
6,0.9523835778236389,0.09105487912893295,0.9745700359344482,0.06841450184583664
7,0.9584578275680542,0.0821913555264473,0.9662349820137024,0.06923358887434006
8,0.9620789885520935,0.07613857835531235,0.9581200480461121,0.07661283016204834
9,0.9643941521644592,0.07217559218406677,0.971329927444458,0.056867100298404694
10,0.9675761461257935,0.0683244988322258,0.9815900921821594,0.04667636379599571
11,0.9697825312614441,0.06438007205724716,0.9814450740814209,0.04421520605683327
12,0.9738626480102539,0.05667031183838844,0.9737199544906616,0.056902263313531876
13,0.9766817092895508,0.0520976260304451,0.9845849275588989,0.03659689426422119
14,0.9800698757171631,0.04567095264792442,0.9841699004173279,0.03682137280702591
15,0.9805046916007996,0.044538285583257675,0.9859949946403503,0.03369183465838432
16,0.983093798160553,0.0394585095345974,0.9847200512886047,0.034272436052560806
17,0.9837461709976196,0.038146134465932846,0.9859649538993835,0.031188372522592545
18,0.9843733906745911,0.0368950217962265,0.9917300939559937,0.022088371217250824
19,0.9855338335037231,0.034809842705726624,0.9911800026893616,0.02362373284995556
20,0.9853826761245728,0.03457197546958923,0.9923952221870422,0.02177383191883564
21,0.9849616289138794,0.03545401245355606,0.9838798642158508,0.03568276762962341
22,0.9878573417663574,0.02931855246424675,0.9764099717140198,0.05699460580945015
23,0.9864609837532043,0.032521724700927734,0.9812249541282654,0.04266151413321495
24,0.9869599342346191,0.031043842434883118,0.9878100156784058,0.027906427159905434
25,0.9865861535072327,0.03201279789209366,0.9911649227142334,0.022895988076925278
