accuracy,loss,val_accuracy,val_loss
0.9498090147972107,0.1589716076850891,0.9496943354606628,0.10207290947437286
0.9498719573020935,0.1180393248796463,0.9506198763847351,0.09811864793300629
0.9502756595611572,0.10782619565725327,0.9538926482200623,0.08546052873134613
0.949895441532135,0.10480185598134995,0.9374626874923706,0.1348644644021988
0.9510797262191772,0.09601106494665146,0.9679381847381592,0.07530789077281952
0.9509886503219604,0.09373150020837784,0.9610909223556519,0.06657000631093979
0.9570890069007874,0.08256637305021286,0.9685662388801575,0.06400837004184723
0.9562206268310547,0.08537702262401581,0.9689916968345642,0.06378871202468872
0.9599771499633789,0.07803438603878021,0.9780454039573669,0.056953512132167816
0.9659948945045471,0.07004174590110779,0.9791114330291748,0.05043355002999306
0.9655901193618774,0.07022954523563385,0.9719711542129517,0.057293184101581573
0.9675307869911194,0.06839314103126526,0.9836570024490356,0.045537326484918594
0.971111536026001,0.061696071177721024,0.9858967065811157,0.03882254287600517
0.9685245752334595,0.06664261221885681,0.9643802642822266,0.06284701824188232
0.9731507897377014,0.05861291289329529,0.9819338321685791,0.04340251162648201
0.9764496684074402,0.05207014083862305,0.9834669232368469,0.03828190639615059
0.9757798910140991,0.05349166318774223,0.9765537977218628,0.048205725848674774
0.9766082763671875,0.05250297114253044,0.9878513813018799,0.033032797276973724
0.9790890216827393,0.04807882010936737,0.9769213795661926,0.049146316945552826
0.981137216091156,0.04328935593366623,0.9881652593612671,0.029054148122668266
0.9821983575820923,0.041113246232271194,0.9858884811401367,0.03391662612557411
0.9827746152877808,0.040070272982120514,0.9877935647964478,0.02714022807776928
0.9844250679016113,0.036665719002485275,0.973805844783783,0.057268235832452774
0.9841445088386536,0.03732511028647423,0.9879916906356812,0.027293436229228973
0.9853840470314026,0.03456728905439377,0.9800042510032654,0.041695624589920044
0.9850230813026428,0.03536570444703102,0.9846941232681274,0.03406757116317749
0.9865928292274475,0.032073572278022766,0.9920909404754639,0.021635744720697403
0.9868447780609131,0.03152048960328102,0.9785910844802856,0.046266648918390274
0.9868678450584412,0.03149126097559929,0.9913429617881775,0.021249059587717056
0.9878278970718384,0.02942841313779354,0.9856528639793396,0.03152021765708923
0.9881982207298279,0.028433257713913918,0.9931776523590088,0.017725203186273575
0.9882045984268188,0.028622347861528397,0.990553617477417,0.021985162049531937
0.987398624420166,0.030326465144753456,0.9944503903388977,0.015345225110650063
0.988615870475769,0.027473697438836098,0.9907562136650085,0.021260008215904236
0.9882728457450867,0.02829250507056713,0.9882726669311523,0.026831014081835747
0.9892728328704834,0.026295706629753113,0.9909793734550476,0.021338680759072304
0.9894780516624451,0.025651639327406883,0.9842562079429626,0.03735334053635597
0.9890620112419128,0.02638944238424301,0.9938388466835022,0.017899634316563606
0.9894875288009644,0.025588922202587128,0.9885826706886292,0.025426972657442093
0.9895271062850952,0.025369498878717422,0.9917067885398865,0.019699426367878914
0.9891724586486816,0.02614923194050789,0.9850622415542603,0.033240437507629395
0.9900867342948914,0.024346988648176193,0.994309663772583,0.015361230820417404
0.9900936484336853,0.02425127476453781,0.9939298033714294,0.015017881989479065
0.9896900057792664,0.0249326191842556,0.9865126013755798,0.030188195407390594
0.9900502562522888,0.024000372737646103,0.9932394623756409,0.01763448677957058
0.9904462695121765,0.02325478382408619,0.9921653270721436,0.01854051649570465
0.9900867342948914,0.024219781160354614,0.9824628233909607,0.039653148502111435
0.9901528358459473,0.024066563695669174,0.9936032891273499,0.015431652776896954
0.9898799657821655,0.02477063052356243,0.9873678088188171,0.027965229004621506
0.990789532661438,0.022422898560762405,0.9952148199081421,0.01335084717720747
0.991178572177887,0.021161478012800217,0.989751935005188,0.02342911995947361
0.9896724224090576,0.025117339566349983,0.9946073889732361,0.01431917306035757
0.9902414083480835,0.023868542164564133,0.9891611337661743,0.02352297678589821
0.9903948903083801,0.023099243640899658,0.9930658936500549,0.016508612781763077
0.9909533858299255,0.021892720833420753,0.9873017072677612,0.027691582217812538
0.9905392527580261,0.023036576807498932,0.9945123195648193,0.014382696710526943
0.9910606145858765,0.021702498197555542,0.987532913684845,0.02832821011543274
0.990676760673523,0.022604601457715034,0.9842562675476074,0.03859425336122513
0.9900709390640259,0.023616505786776543,0.9906982779502869,0.02189018204808235
0.9909670352935791,0.021748101338744164,0.9916157126426697,0.01911637745797634
0.9917654395103455,0.020060662180185318,0.9943263530731201,0.01372271403670311
0.991286039352417,0.02132289670407772,0.9830579161643982,0.037837348878383636
0.9911065697669983,0.021930553019046783,0.9937191009521484,0.014489931054413319
0.9919523000717163,0.019667673856019974,0.9899258613586426,0.023345280438661575
0.9909846186637878,0.021779876202344894,0.9945246577262878,0.01294061727821827
0.9916840195655823,0.020134493708610535,0.9949048757553101,0.012816953472793102
0.990699291229248,0.022441957145929337,0.9869793057441711,0.028639161959290504
0.9904689192771912,0.02294326014816761,0.9883595705032349,0.025792274624109268
0.9919718503952026,0.0196026973426342,0.9950537085533142,0.012356636114418507
0.9913212656974792,0.021005364134907722,0.9937641620635986,0.01414000429213047
0.991965115070343,0.01957647129893303,0.9927439093589783,0.016605926677584648
0.9912018775939941,0.02138764224946499,0.9949915409088135,0.013248087838292122
0.9913036823272705,0.02094683237373829,0.9931447505950928,0.015656040981411934
0.9917449355125427,0.0200907401740551,0.9893677234649658,0.02373986318707466
0.9912900328636169,0.020997997373342514,0.9930246472358704,0.016026455909013748
0.9913971424102783,0.020718732848763466,0.9917974472045898,0.018992498517036438
0.9921825528144836,0.019127823412418365,0.9939916133880615,0.014554430730640888
0.9922755360603333,0.018787464126944542,0.9883676767349243,0.025612492114305496
0.9927123188972473,0.017632760107517242,0.986553966999054,0.0308272372931242
0.9919763803482056,0.01968131586909294,0.9827767014503479,0.038639094680547714
0.9924749135971069,0.01825055666267872,0.9954339861869812,0.011046897619962692
0.9919352531433105,0.019344612956047058,0.9884752631187439,0.02507507987320423
0.9917380213737488,0.01979897730052471,0.9957271218299866,0.010799027979373932
0.9913277626037598,0.021104859188199043,0.9932437539100647,0.015929782763123512
0.9917385578155518,0.020052362233400345,0.9842766523361206,0.03630783408880234
0.9919160604476929,0.019729183986783028,0.994297444820404,0.013784828595817089
0.9923924207687378,0.018349628895521164,0.9924089312553406,0.01912001520395279
0.9917768239974976,0.019771568477153778,0.9830662608146667,0.04241267591714859
0.9920220375061035,0.019149869680404663,0.9856570363044739,0.0326327420771122
0.9921826124191284,0.019135097041726112,0.9892893433570862,0.0242311954498291
0.9924948215484619,0.01818840578198433,0.9946160316467285,0.012694695964455605
0.9920838475227356,0.01886162720620632,0.9921737909317017,0.017784619703888893
0.9918964505195618,0.019589735195040703,0.9918221235275269,0.017707493156194687
0.9909915328025818,0.02155299298465252,0.9945124387741089,0.014164423570036888
0.9931301474571228,0.016641421243548393,0.9942644834518433,0.012720909900963306
0.9930493235588074,0.01690196618437767,0.9930043816566467,0.01587686501443386
0.992531955242157,0.018090952187776566,0.993243932723999,0.015659045428037643
0.9918184280395508,0.019650621339678764,0.9942065477371216,0.0154685964807868
0.9913626313209534,0.021148549392819405,0.9936528205871582,0.014934176579117775
0.9920172095298767,0.019149700179696083,0.9926696419715881,0.016840860247612
