accuracy,loss,val_accuracy,val_loss
0.9446887969970703,0.17515094578266144,0.9467350244522095,0.12188070267438889
0.9476152658462524,0.12259714305400848,0.9475049376487732,0.10616104304790497
0.9476867318153381,0.11026498675346375,0.9476901888847351,0.09069715440273285
0.9475600123405457,0.10649431496858597,0.9547951817512512,0.08702537417411804
0.9477888345718384,0.1004597544670105,0.9685848951339722,0.07255935668945312
0.9486549496650696,0.09670481085777283,0.9645851254463196,0.07431068271398544
0.9507376551628113,0.09402152895927429,0.9474949240684509,0.08769930899143219
0.9539271593093872,0.08691223710775375,0.9722050428390503,0.059783950448036194
0.9575875401496887,0.08202321827411652,0.9420251846313477,0.09659937024116516
0.9609811305999756,0.07774805277585983,0.981489896774292,0.055748842656612396
0.9672378897666931,0.0686948224902153,0.9850448966026306,0.04462176933884621
0.9650413990020752,0.07165244221687317,0.9689300656318665,0.06368705630302429
0.9682773351669312,0.0671490803360939,0.9780299067497253,0.050965629518032074
0.9736599922180176,0.05766140669584274,0.9797000885009766,0.04600636288523674
0.9782622456550598,0.049640968441963196,0.9857399463653564,0.035129912197589874
0.9791103005409241,0.048208966851234436,0.9826851487159729,0.04057225584983826
0.9804133772850037,0.0455586276948452,0.972629964351654,0.0577179379761219
0.9816445708274841,0.042879868298769,0.9873001575469971,0.029682030901312828
0.9815524816513062,0.04312644526362419,0.9884698987007141,0.029421856626868248
0.982105016708374,0.04179290682077408,0.9825850129127502,0.03863927721977234
0.9845963716506958,0.036351870745420456,0.9884299039840698,0.027415620163083076
0.9854199290275574,0.03467532619833946,0.9859001040458679,0.030875705182552338
0.9853163957595825,0.034441277384757996,0.9909201264381409,0.02314498834311962
0.9860010743141174,0.0336090624332428,0.9883949160575867,0.027633387595415115
0.9845850467681885,0.03639904782176018,0.9836801290512085,0.036269307136535645
0.9853646755218506,0.03465922921895981,0.9809049367904663,0.04255096986889839
0.9862386584281921,0.03285990655422211,0.9935199022293091,0.018721716478466988
0.9866724014282227,0.0318937823176384,0.9899850487709045,0.02414221316576004
0.9872940182685852,0.03018374741077423,0.9869950413703918,0.02994854375720024
0.9869764447212219,0.031060701236128807,0.99201500415802,0.019685475155711174
0.9871328473091125,0.031018467620015144,0.9899399280548096,0.02336709015071392
0.9880737662315369,0.028554094955325127,0.9879148006439209,0.026857174932956696
0.9866662621498108,0.031478457152843475,0.9911850094795227,0.021102579310536385
0.9875173568725586,0.029883140698075294,0.9817649722099304,0.040861062705516815
0.9887890815734863,0.026923768222332,0.9874401688575745,0.02676001936197281
0.9888587594032288,0.02658221125602722,0.9874849915504456,0.026789868250489235
0.9888039827346802,0.026893120259046555,0.9901549220085144,0.022608445957303047
0.9885897040367126,0.027309492230415344,0.9902750253677368,0.023305391892790794
0.9894160628318787,0.02545331045985222,0.9914350509643555,0.019599562510848045
0.9885976314544678,0.027292869985103607,0.9788250923156738,0.04800231754779816
0.989001452922821,0.026224136352539062,0.9944799542427063,0.014559931121766567
0.9899048805236816,0.024479210376739502,0.9900599718093872,0.022514235228300095
0.9902138710021973,0.023559166118502617,0.9850301146507263,0.03635279834270477
0.9896486401557922,0.024779820814728737,0.9948098659515381,0.015126826241612434
0.9888364672660828,0.02669953741133213,0.9947951436042786,0.015019047074019909
