,accuracy,loss,val_accuracy,val_loss
0,0.9458940625190735,0.1709689348936081,0.9481897354125977,0.12436985969543457
1,0.9481104612350464,0.12126069515943527,0.9447951316833496,0.10059872269630432
2,0.9477621912956238,0.11272284388542175,0.9385398626327515,0.10337796062231064
3,0.9480485916137695,0.10439499467611313,0.9517250657081604,0.08237027376890182
4,0.9480650424957275,0.1042458638548851,0.9533150792121887,0.07653503119945526
5,0.9494758248329163,0.09646834433078766,0.9613250494003296,0.07133471220731735
6,0.9501110315322876,0.09718166291713715,0.9437600374221802,0.10591857880353928
7,0.9518212676048279,0.09068787097930908,0.970595121383667,0.06915367394685745
8,0.952739953994751,0.09014950692653656,0.9588749408721924,0.07683213800191879
9,0.9532536268234253,0.08938998728990555,0.9731999039649963,0.06669561564922333
10,0.9572023749351501,0.0822577029466629,0.9422450065612793,0.0890335738658905
11,0.9570494294166565,0.08405253291130066,0.973164975643158,0.05844707414507866
12,0.9620799422264099,0.07507006078958511,0.9764499068260193,0.05450468510389328
13,0.9628198742866516,0.0752643421292305,0.9845749735832214,0.04311875253915787
14,0.9648125171661377,0.07262779772281647,0.9653401374816895,0.06282678246498108
15,0.9657808542251587,0.07107311487197876,0.971269965171814,0.056193847209215164
16,0.9698684811592102,0.06415652483701706,0.9821850061416626,0.0502261184155941
17,0.9735450148582458,0.05769084021449089,0.9520601034164429,0.09507003426551819
18,0.9733001589775085,0.058583516627550125,0.9672049283981323,0.06153351813554764
19,0.9751374125480652,0.05523686110973358,0.9840747714042664,0.04014263674616814
20,0.9761775135993958,0.05339346453547478,0.9783499836921692,0.04624546691775322
21,0.9778026342391968,0.05042516067624092,0.9656899571418762,0.06935971975326538
22,0.980250358581543,0.04536112770438194,0.9873751401901245,0.032022859901189804
23,0.9817347526550293,0.04268145188689232,0.9856250286102295,0.0345618799328804
24,0.9819976687431335,0.04242394119501114,0.9911098480224609,0.02663496881723404
25,0.9817637801170349,0.04251728951931,0.9871500134468079,0.034766193479299545
26,0.9847310185432434,0.036547642201185226,0.9888799786567688,0.028644941747188568
27,0.9830223917961121,0.040243566036224365,0.9880250096321106,0.029726577922701836
28,0.9855213165283203,0.0350804440677166,0.9922451376914978,0.022282660007476807
29,0.9838924407958984,0.038495272397994995,0.9836399555206299,0.034845784306526184
30,0.9863724708557129,0.032862767577171326,0.9900999069213867,0.026535091921687126
31,0.9865299463272095,0.03228011727333069,0.9845501184463501,0.03461456298828125
32,0.9868147373199463,0.03175009787082672,0.9912498593330383,0.021314315497875214
33,0.9871439337730408,0.031222891062498093,0.9740101099014282,0.06658463180065155
34,0.9877514243125916,0.029801616445183754,0.9887250661849976,0.026146870106458664
35,0.9876888394355774,0.029476838186383247,0.9903650879859924,0.024699030444025993
36,0.9870175123214722,0.031216194853186607,0.9913849830627441,0.020757269114255905
37,0.9891263842582703,0.026770297437906265,0.9934701323509216,0.017147820442914963
38,0.9875302910804749,0.029837701469659805,0.9903450608253479,0.022524777799844742
39,0.9893701672554016,0.026155123487114906,0.9913800954818726,0.021160686388611794
40,0.9894310832023621,0.025866689160466194,0.9923048615455627,0.018960565328598022
41,0.989226222038269,0.026508765295147896,0.9942552447319031,0.016779610887169838
42,0.9888773560523987,0.02709028124809265,0.99142986536026,0.019678164273500443
43,0.9887785911560059,0.02727358043193817,0.9923298954963684,0.01859508827328682
44,0.9897505044937134,0.025094784796237946,0.9819950461387634,0.04358195140957832
45,0.9903892278671265,0.02362043224275112,0.9926100373268127,0.01796945556998253
46,0.9895240068435669,0.025866780430078506,0.9891301393508911,0.025239378213882446
