,loss,val_loss
0,4.431748390197754,3.981492757797241
1,3.8239476680755615,3.7240004539489746
2,3.796416759490967,3.7564828395843506
3,3.7641680240631104,3.9424874782562256
4,3.752012014389038,3.7278287410736084
5,3.751957416534424,3.725731134414673
6,3.7493364810943604,3.735989570617676
7,3.7273590564727783,3.7120683193206787
8,3.729104518890381,3.7166266441345215
9,3.720384120941162,3.6975791454315186
10,3.7105398178100586,3.6921675205230713
11,3.708158016204834,3.6751770973205566
12,3.6967103481292725,3.718264102935791
13,3.676823616027832,3.758838176727295
14,3.666149377822876,3.7229151725769043
15,3.648371458053589,3.736140727996826
16,3.6286134719848633,3.7279045581817627
17,3.6096644401550293,3.709810256958008
18,3.5942599773406982,3.7604482173919678
19,3.5589070320129395,3.8375494480133057
20,3.538235902786255,3.83691143989563
21,3.5150654315948486,3.8156845569610596
22,3.503075361251831,3.912846565246582
23,3.4706571102142334,3.913003444671631
24,3.445495128631592,3.7785966396331787
25,3.4230287075042725,4.032847881317139
26,3.3970224857330322,3.924650192260742
27,3.3766725063323975,3.847548484802246
28,3.35257625579834,3.9695804119110107
29,3.3381900787353516,3.985896348953247
30,3.305114269256592,4.00288200378418
31,3.283778429031372,4.03695821762085
32,3.273763418197632,4.007290363311768
33,3.2372536659240723,3.9462709426879883
34,3.21934175491333,3.9485721588134766
35,3.191831350326538,4.029018878936768
36,3.1773877143859863,4.035013675689697
37,3.1540777683258057,4.029285430908203
38,3.1212031841278076,4.023826599121094
39,3.0987560749053955,4.046374320983887
40,3.078564167022705,4.143269062042236
41,3.0630574226379395,4.0417890548706055
42,3.0346522331237793,4.14068603515625
43,3.019869327545166,4.180999279022217
44,2.9941318035125732,4.282597064971924
45,2.963106632232666,4.1401543617248535
46,2.948547840118408,4.138143062591553
47,2.928677558898926,4.195435047149658
48,2.8995258808135986,4.175982475280762
49,2.881950616836548,4.166064739227295
50,2.865471601486206,4.195250988006592
51,2.8454179763793945,4.145954608917236
52,2.829216718673706,4.248198986053467
53,2.826570510864258,4.175961017608643
54,2.791088819503784,4.245786666870117
55,2.7702860832214355,4.390805244445801
56,2.7438292503356934,4.306912899017334
57,2.726672887802124,4.444761276245117
58,2.739881753921509,4.24881649017334
59,2.7069246768951416,4.378701686859131
60,2.7146544456481934,4.244373321533203
61,2.6985387802124023,4.2319416999816895
62,2.6744837760925293,4.239893436431885
63,2.650190591812134,4.275543689727783
64,2.665357828140259,4.350218772888184
65,2.649648904800415,4.328282356262207
66,2.6341216564178467,4.242125034332275
67,2.609473705291748,4.3013176918029785
68,2.6135120391845703,4.175883769989014
69,2.625408411026001,4.302036762237549
70,2.599529504776001,4.40569543838501
71,2.576573371887207,4.379069805145264
72,2.5708675384521484,4.190633296966553
73,2.57991623878479,4.269260883331299
74,2.553168535232544,4.522456169128418
75,2.555833101272583,4.180222034454346
76,2.540579080581665,4.1868815422058105
77,2.5373620986938477,4.3318657875061035
78,2.5402426719665527,4.434076309204102
79,2.5206689834594727,4.305138111114502
80,2.5196876525878906,4.40207576751709
81,2.499884605407715,4.4533162117004395
82,2.4784247875213623,4.287888526916504
83,2.4751322269439697,4.445804119110107
84,2.47566819190979,4.261704444885254
85,2.4688212871551514,4.410473346710205
86,2.464956283569336,4.344923973083496
87,2.449181079864502,4.40593957901001
88,2.4770383834838867,4.311657428741455
89,2.4433064460754395,4.418408393859863
90,2.4260754585266113,4.349075794219971
91,2.4397735595703125,4.361945629119873
92,2.430058002471924,4.373865604400635
93,2.4089951515197754,4.2970499992370605
94,2.4089696407318115,4.394284725189209
95,2.419344663619995,4.266138553619385
96,2.4065957069396973,4.352867603302002
97,2.4049205780029297,4.231724739074707
98,2.4019858837127686,4.341721534729004
99,2.380838632583618,4.366698265075684
