,loss,val_loss
0,4.338594436645508,3.7842769622802734
1,3.8032336235046387,3.820377826690674
2,3.8064064979553223,3.728308916091919
3,3.779218912124634,3.8690602779388428
4,3.7682955265045166,3.765570640563965
5,3.744112730026245,3.7633445262908936
6,3.743241548538208,3.8009848594665527
7,3.729796886444092,3.7402703762054443
8,3.73250675201416,3.7482826709747314
9,3.730280876159668,3.7709834575653076
10,3.717573404312134,3.7979929447174072
11,3.713834524154663,3.7855899333953857
12,3.7085814476013184,3.762042760848999
13,3.7026565074920654,3.724020004272461
14,3.700876474380493,3.737729549407959
15,3.6910500526428223,3.7173666954040527
16,3.6694977283477783,3.7664055824279785
17,3.6677043437957764,3.7332682609558105
18,3.65291166305542,3.829847812652588
19,3.6386168003082275,3.7311370372772217
20,3.6259067058563232,3.7518362998962402
21,3.6133852005004883,3.7506375312805176
22,3.600337266921997,3.8022239208221436
23,3.5837090015411377,3.7935094833374023
24,3.56502628326416,3.808058500289917
25,3.5468549728393555,3.835477828979492
26,3.5382068157196045,3.795729160308838
27,3.518406391143799,3.828817129135132
28,3.50007700920105,3.816868305206299
29,3.4845120906829834,3.850536346435547
30,3.470682382583618,3.8567538261413574
31,3.450638771057129,3.853260040283203
32,3.4357004165649414,3.840564489364624
33,3.414900779724121,3.9227936267852783
34,3.4121360778808594,3.8794333934783936
35,3.3879759311676025,3.9097740650177
36,3.369809627532959,3.921013355255127
37,3.3611397743225098,3.9398720264434814
38,3.3470468521118164,3.947528123855591
39,3.3268396854400635,3.957615613937378
40,3.3115944862365723,3.9625868797302246
41,3.3034796714782715,3.9678282737731934
42,3.2858517169952393,3.9221625328063965
43,3.2747650146484375,4.0459513664245605
44,3.2574546337127686,4.066938877105713
45,3.251268148422241,3.973423480987549
46,3.2320995330810547,3.988471031188965
47,3.2284739017486572,4.081272125244141
48,3.2127573490142822,3.96985125541687
49,3.197096586227417,4.08379602432251
50,3.1841881275177,4.06441068649292
51,3.174562692642212,4.054649829864502
52,3.16593074798584,4.065258026123047
53,3.155616521835327,4.0345778465271
54,3.141585350036621,4.1748046875
55,3.138967752456665,4.087186813354492
56,3.129321813583374,4.11536169052124
57,3.1170918941497803,4.044607639312744
58,3.1013693809509277,4.111256122589111
59,3.0956437587738037,4.135815620422363
60,3.0839216709136963,4.087844371795654
61,3.077502489089966,4.165860652923584
62,3.0717685222625732,4.136077404022217
63,3.060936689376831,4.082637310028076
64,3.0569491386413574,4.09986686706543
65,3.050743341445923,4.194786548614502
66,3.040278196334839,4.149153709411621
67,3.0380537509918213,4.100444316864014
68,3.0294885635375977,4.149886131286621
69,3.0170278549194336,4.136425018310547
70,3.016787052154541,4.173535346984863
71,3.0036628246307373,4.148833274841309
72,2.9999799728393555,4.181883811950684
73,2.9935004711151123,4.237101078033447
74,2.990103244781494,4.272767543792725
75,2.9817445278167725,4.160740852355957
76,2.976912498474121,4.208678245544434
77,2.973231792449951,4.178878307342529
78,2.9662911891937256,4.161611557006836
79,2.955657958984375,4.277202606201172
80,2.9597651958465576,4.223537921905518
81,2.946438789367676,4.220970153808594
82,2.9458110332489014,4.264150619506836
83,2.937323570251465,4.2153544425964355
84,2.9316554069519043,4.25941801071167
85,2.9275524616241455,4.326428413391113
86,2.929387331008911,4.257755279541016
87,2.9170994758605957,4.18889045715332
88,2.910438299179077,4.274394989013672
89,2.909852981567383,4.309303283691406
90,2.9069206714630127,4.3066582679748535
91,2.8996996879577637,4.316915512084961
92,2.9055378437042236,4.277872085571289
93,2.8957698345184326,4.250558376312256
94,2.8910603523254395,4.2865095138549805
95,2.8891561031341553,4.356070518493652
96,2.894073486328125,4.346688747406006
97,2.876586437225342,4.3574910163879395
98,2.8781232833862305,4.269791126251221
99,2.8785862922668457,4.30272102355957
